ingresos_mensuales,cambios_ingreso,tdc_limite_credito,tdc_saldo_actual,porcentaje_utilizacion,riesgo_desempleo,prob_desempleo,variacion_score_crediticio,pago_minimo_mensual,pago_real_ultimo_mes,monto_ultimo_pago,dias_atraso_actual,monto_recuperado,historial_llamadas_realizadas,tasa_respuesta_llamadas,historial_sms_enviados,tasa_lectura_sms,historial_email_enviados,tasa_apertura_email,historial_whatsapp,tasa_respuesta_whatsapp,interaccion_negativa,num_interacciones_recientes,dias_desde_ultima_interaccion,edad,ocupacion,estado_civil,region,antiguedad_laboral,cambio_empleo_reciente,sentimiento_ultima_interaccion,tono_cliente,vulnerabilidad_detectada,nombre_tdc,fecha_ultimo_pago,fecha_ultimo_contacto,pago_30d,solucion_aceptada,resultado_convenio,canal_preferido_cliente,monto_gasto_salud_3m,numero_de_quejas
25003.33,-332.1282388,86391.96918540854,62116.06985248599,0.007190028,0.2124155054574726,0.1609563658220204,-49,2254.164617625672,3075.3870217792446,3075.3870217792446,0,0,5,0.3834594433957435,7,0.4636530519607681,6,0.394817645,6,0.7479097496929283,0,24,3,42,Empleado,Viudo,Occidente,42,0,-3.124759456,Neutral,0,Black,08/10/2024,18:59.0,0,Pago_a_plazos,Fallido,WhatsApp,230.04106692689876,0
9546.2,364.5348783343561,21708.970220506275,1897.9291288153747,0.00087426,0.063516604,0.2787658908079291,18,200,54.38444720700542,54.38444720700542,0,0,3,0.3956533113229464,8,0.306238472,4,0.2265896152420007,3,0.8944549010019002,0,18,14,28,Empleado,Divorciado,Centro,8,0,0.2725972180727971,Ansioso,1,Clasica,30/08/2024,18:59.0,0,Prorroga ,Fallido,WhatsApp,577.5793800252234,0
70244.84,-4224.134582,184103.11122761437,57707.01169715818,0.003134494,0.1483284658296074,0.254186072,-25,1459.1088084062192,1527.9097351630946,1527.9097351630946,60,9319.617497832873,6,0.2817935122462036,6,0.3574675084328712,5,0.3827981006079608,6,0.6625064837501438,0,23,12,28,Empleado,Soltero,Centro,35,0,0.091833302,Cansado,1,Oro,09/08/2024,18:59.0,0,Ninguna,Pendiente,Llamada,493.4421085086369,1
34226.98,398.69296875997566,90948.23009893432,46206.38007301492,0.005080514,0.2560124994976335,0.044278086,32,1465.9609471228305,867.7015880764191,867.7015880764191,30,2070.0231900719605,5,0.547522978,5,0.4392244159035354,2,0.3809174532527595,1,0.8249454771025206,0,13,12,50,Independiente,Soltero,Sur,45,0,-3.641492842,Molesto,1,Clasica,09/10/2024,18:59.0,0,Prorroga,Fallido,Llamada,5658.785802,0
29207.59,-2254.386351,61396.86881,21449.59872569607,0.003493598,0.0721497,0.2674513947273218,29,630.8511818095653,1498.9098791027518,1498.9098791027518,15,15193.021161990406,5,0.3872499648538725,7,0.6111041676330649,6,0.3726369753532237,6,0.5634047215977023,0,24,25,28,Desempleado,Divorciado,Centro,235,0,-1.007275225,Neutral,1,Clasica,03/10/2024,18:59.0,0,Consolidacion,Fallido,Llamada,3153.6883373822475,0
65159.13,-1032.381985,217416.08238152927,63017.983176522604,0.002898497,0.1076806652428786,0.05577229,-2,2159.677618416752,3877.781475216577,3877.781475216577,0,0,3,0.491340849,5,0.6118608933408143,2,0.2781259299349333,8,0.7526252615897226,1,18,29,49,Empleado,Casado,Norte,1,0,-2.301571224,Cooperativo,0,Oro,26/10/2024,18:59.0,0,Ninguna,Faliido,WhatsApp,1857.500892854664,0
29391.28,-243.4772484,70372.45502773927,42204.03265394246,0.005997238,0.2208513897553626,0.2242219589636898,68,1448.5287782329185,2721.945041078541,2721.945041078541,15,9674.202287384802,6,0.1987315993559149,8,0.7248555128411215,5,0.3904039251882733,3,0.8674430583604066,0,22,20,47,Empleado,Soltero,Centro,3,0,-1.022493953,Cooperativo,0,Platinum,03/09/2024,18:59.0,1,Prorroga,Exitoso,SMS,655.5095931925905,1
30691.55,-4238.933665,59807.90355772888,54686.88227515665,0.009143755,0.094287608,0.3584759142442032,21,1537.6697000751813,2363.063518623374,2363.063518623374,120,11313.876279229427,6,0.438943492,5,0.4923040669402946,2,0.4019089218858477,5,0.7336303366934851,0,18,28,22,Empleado,Soltero,Centro,3,0,2.3666151330751317,Molesto,1,Oro,09/08/2024,18:59.0,0,Prorroga,Fallido,Llamada,5022.827254833628,0
29115.77,-1269.630382,60057.269826667165,38592.3457,0.006425924,0.02751316,0.3309640083700403,-30,1473.3963936187893,863.0684034078135,863.0684034078135,0,0,1,0.1915310769778334,2,0.3846092850424271,5,0.7284600184212049,6,0.8994409826343963,0,14,7,33,Empleado,Casado,Oriente,20,0,0.6412114677165909,Molesto,1,Platinum,05/08/2024,18:59.0,0,Congelacion_intereses,Exitoso,Email,904.2154419,0
37728.86,-437.319296,100834.77902746345,73135.24524,0.007252978,0.2658259155657088,0.2611707459082506,63,2431.6442770225085,2306.6504386777065,2306.6504386777065,0,0,6,0.5923929622324311,3,0.7703518101037993,7,0.4357901231005291,4,0.8367246777892902,1,20,8,56,Empleado,Casado,Centro,68,0,3.6633256583515834,Molesto,1,Platinum,13/09/2024,18:59.0,1,Pago_a_plazos,Fallido,Llamada,2344.112441605633,0
20020.96,-916.464322,66046.44499699406,35601.444741710366,0.005390365,0.1655871869413301,0.2000527148186049,-12,1340.6893144480946,2288.9854168258785,2288.9854168258785,0,0,5,0.5370213350435646,7,0.7846717084027561,6,0.5246899706078053,7,0.7519475647999759,0,25,34,30,Independiente,Soltero,Occidente,74,1,0.6127141757052159,Cooperativo,0,Oro,07/09/2024,18:59.0,1,Prorroga,Pendiente,WhatsApp,2658.852685358861,0
23657.31,-2383.589931,67848.49636428802,43819.762460908765,0.006458472,0.03260104,0.2837852387212439,-32,1852.4514976839005,5005.927724406284,5005.927724406284,60,12845.876505304508,1,0.2257464667602408,5,0.6691401886844905,6,0.2553516567441329,7,0.6462249355298305,0,19,2,36,Jubilado,Soltero,Centro,53,0,-1.432669815,Cansado,1,Clasica,24/10/2024,18:59.0,0,Prorroga,Pendiente,Llamada,839.8602482291345,0
43747.98,-3386.498449,94723.71900720564,77708.17338578228,0.008203666,0.1198759536909165,0.3033309161697003,-3,2206.005376687492,1259.5641369337975,1259.5641369337975,0,0,4,0.6628083881271664,0,0.669256058,2,0.3015142937740752,5,0.8240662203280548,0,11,35,47,Desempleado,Divorciado,Oriente,90,0,2.2534692051536456,Cansado,1,Platinum,13/10/2024,18:59.0,0,Consolidacion,Exitoso,SMS,814.6693448512115,0
31774.64,-2547.732395,73226.72215713032,29705.57230301085,0.004056657,0.2268599517010865,0.3321550998079429,-21,999.8900072231048,1257.5325035337305,1257.5325035337305,120,7459.757546798866,1,0.671882685,5,0.4752204775391516,6,0.5285900447776606,3,0.6428358429339801,0,15,5,51,Empleado,Casado,Centro,15,0,4.562291993988056,Cooperativo,1,Platinum,10/08/2024,18:59.0,0,Congelacion_intereses,Fallido,Llamada,2407.015325702182,0
25120.85,-4843.988833,86899.11561516617,34101.64056746749,0.003924279,0.5594306106593342,0.3742298566977989,-72,1426.365733663787,775.5189948666552,775.5189948666552,0,0,6,0.3310340948948677,3,0.722117888,5,0.6613279536504638,4,0.7069149297231729,0,18,2,38,Desempleado,Casado,Sur,3,1,-1.557825745,Molesto,1,Clasica,10/10/2024,18:59.0,0,Reestructuracion,Exitoso,Llamada,1347.312925,0
11610.75,-2116.495743,21942.49567928109,12664.589580192163,0.005771718,0.1769813655640177,0.075251815,24,499.55867600545577,439.8209210746327,439.8209210746327,30,1984.941569152543,4,0.6519998642012332,5,0.3234989286861238,4,0.1729618131009405,6,0.9282224072243358,1,19,6,34,Independiente,Casado,Oriente,2,0,1.8160081217580228,Molesto,1,Clasica,18/10/2024,18:59.0,0,Congelacion_intereses,Pendiente,SMS,3607.084372570435,0
66093.8,3070.9960945253206,230692.15764356303,47824.51919376074,0.002073088,0.2736817286652008,0.2721322320955766,31,1487.7152875245054,813.1267725,813.1267725,0,0,7,0.5616085257015646,4,0.830653729,7,0.5044889840831471,3,0.6594628148148698,0,21,6,59,Empleado,Casado,Norte,76,0,-1.240958935,Molesto,1,Oro,18/09/2024,18:59.0,0,Prorroga,Fallido,Email,3206.802485508574,0
18090.23,-3861.702982,60420.60979848472,24863.405574517805,0.004115054,0.3791187641729599,0.2265287497441145,1,997.6516462935476,3285.255082898523,3285.255082898523,90,1297.9791721741103,4,0.2122290189510257,5,0.4270609877815677,6,0.2265972741495679,7,0.5333264899137058,0,22,42,62,Empleado,Casad0,Norte,52,0,1.0237776736676796,Neutral,0,Black,22/08/2024,18:59.0,1,Congelacion_intereses,Exitoso,WhatsApp,402.0221654922351,0
48646.85,2273.648188630031,143674.65571523842,58385.768932915824,0.004063749,0.3825944436104023,0.3346464334422587,34,1905.6855493686955,803.6159216696117,803.6159216696117,0,0,3,0.231127569,6,0.8941683675267554,7,0.6286815467519491,4,0.728298136,0,20,18,53,Independiente,Casado,Norte,47,1,-7.447424705,Ansioso,1,Platinum,08/09/2024,18:59.0,0,Reestructuracion,Fallido,Llamada,933.5338374845028,0
29895.17,-3355.951863,101746.53696344426,32688.72377379173,0.00321276,0.065651294,0.1391994472734415,37,1452.2742034705484,2424.008001477302,2424.008001477302,90,7100.5626152420255,5,0.7673247334171543,8,0.7043516803148197,9,0.3336338910940916,5,0.8320482184279229,0,27,7,43,Empleado,SOLTERO,Occidente,16,0,-0.462654363,Neutral,0,Black,02/10/2024,18:59.0,0,Congelacion_intereses,Fallido,WhatsApp,3382.931419285983,0
12381.14,1258.8848702666392,25495.185798127502,8421.029472652752,0.003302988,0.083688718,0.1722005954985918,42,253.4436372643903,142.78626999321287,142.78626999321287,0,0,4,1.2352766229098486,3,0.6437923633243765,2,0.1756020277112412,5,0.8640191171591355,0,14,11,32,Empleado,Casado,Norte,19,0,-1.252574771,Cansado,0,Clasica,19/10/2024,18:59.0,1,Congelacion_intereses,Fallido,SMS,4607.030526,0
12045.524682166984,6575.198623370518,40983.71622049632,6434.3028168668425,0.001569966,0.2185944021725852,0.085596256,-29,200,253.12223707424585,253.12223707424585,15,1748.9017197664675,4,0.2590891641954845,4,0.7855863318332043,6,0.3247025576801817,5,0.8837897016009402,1,19,4,32,Empleado,Casado,Oriente,126,0,-1.16672612,Ansioso,1,Clasica,04/08/2024,18:59.0,0,Pago_a_plazos,Pendiente,SMS,3703.923338083825,0
31342.32,1475.5197723291474,67742.5897,29195.618522650668,0.004309788,0.094759724,0.1432302503782898,13,1242.941125641037,2237.7765246240765,2237.7765246240765,0,0,1,0.1217431736633735,4,0.5433707474756616,4,0.4364071198093084,3,0.8879186833269375,0,12,23,48,Empleado,Viudo,Centro,2,0,0.3550524398173595,Neutral,0,Clasica,13/08/2024,18:59.0,1,Consolidacion,Pendiente,Email,1925.1496237689728,1
59946.47,-480.1921302,163567.65858409315,66638.50299,0.004074064,0.3198667155608454,0.1894260503164751,-26,2328.0657937214246,5909.435127541927,5909.435127541927,0,0,1,0.5805780756467721,5,0.5572163113190576,6,0.1875360061716157,4,,1,16,8,47,Empleado,Soltero,Norte,59,0,-2.545624066,Molesto,1,Clasica,06/09/2024,18:59.0,0,Ninguna,Pendiente,Llamada,3863.047596,0
24114.17,-404.6966604,63441.84723147574,33190.15900931156,0.005231588,0.4003846962014819,0.2240357996159703,-59,1323.6945720462527,622.2246174,622.2246174,0,0,3,0.1419843546518958,4,0.5215357100964836,4,0.3523173956048916,4,0.8386800422449114,1,15,8,58,Desempleado,Divorciado,Centro,14,0,-4.340581612,Cooperativo,0,Oro,01/09/2024,18:59.0,0,Consolidación,Pendiente,Llamada,2604.7875178664726,0
41045.26,2219.902769396427,109639.22703228108,22254.229641777227,0.002029769,0.2899915,0.4261905423830621,-91,979.2668874,711.8594233409409,711.8594233409409,0,0,3,0.5477056641114875,3,0.6999340426912147,7,0.5734423602390405,3,0.4736068259531293,0,16,9,49,Independiente,Divorciado,Norte,1,0,-5.518416355,Ansioso,1,Platinum,25/09/2024,18:59.0,0,Reestructuracion,Exitoso,Llamada,793.4334188143457,2
9343.94,984.1552865177306,21066.33875938573,11481.062024963489,0.005449956,0.1518562306899147,0.1690472493134982,70,332.32883102210747,325.6686763528399,325.6686763528399,15,3339.354480980158,0,0.5437963059115711,7,0.8427190795563843,4,0.4549892333440624,6,0.2308971422128119,0,17,4,23,Independiente,Soltero,Centro,54,1,4.012188042453387,Cooperativo,0,Clasica,06/09/2024,18:59.0,1,Pago_a_plazos,Fallido,Email,2632.2098725243764,0
19927.79,664.9116032,62315.90873,22842.96873525538,0.003665672,0.1326747379942632,0.2198205459482341,-2,616.8269729912447,341.5169508,341.5169508,15,3212.4067852757908,4,0.2414816213522268,1,0.5999854839755817,2,0.6892253245848756,4,0.8880151662669452,0,11,5,54,Empleado,Casado,Centro,16,0,-1.540717243,Molesto,1,Oro,04/08/2024,18:59.0,0,Pago_a_plazos,Pendiente,Llamada,1738.941056,0
12534.05,-1172.38207,38384.16957687298,21800.28350872468,0.005679499,0.034727206,0.1424173383287315,-50,639.4071586410804,1823.557757823954,1823.557757823954,15,12847.614656377407,3,0.6253030018095731,4,0.6117998892848292,5,0.393984444,9,0.7727358911016271,0,21,18,30,Independiente,Casado,Centro,51,0,,Cooperativo,0,Oro,07/09/2024,18:59.0,1,Ninguna,Exitoso,Llamada,3338.6609312368405,0
21485.42,825.2689520530178,73517.53660680649,20173.01221356639,0.002743973,0.4285976910076527,0.3551146881781482,-53,550.6221096071736,419.9101478786339,419.9101478786339,45,4765.409892441904,7,0.1832044642450248,6,0.7401450494708361,4,0.3600319533151448,8,0.5938392529541936,0,25,4,37,Empleado,Divorciado,Norte,49,0,-4.921654269,Cansado,1,Oro,21/08/2024,18:59.0,0,Reestructuracion,Pendiente,Email,1186.4290900458634,0
35706.46,-4480.115968,95046.48125913128,57067.38058670599,0.006004155,0.069691094,0.4365536548434326,-78,2524.668175446775,3578.4781268958386,3578.4781268958386,45,34533.55738558275,3,0.3304379814964936,4,0.7678519855965383,1,0.2238447252552443,3,0.7978225075372639,1,11,13,45,Empleado,Casado,Centro,30,0,1.4920701353084924,Molesto,1,Oro,26/08/2024,18:59.0,0,Consolidacion,Pendiente,Llamada,3020.699386358643,0
18718.21,-1495.064836,51133.59207556366,26896.149699637208,0.005259977,0.1911305693489001,0.1283303257989527,6,1056.1724225968414,564.9034619938724,564.9034619938724,120,22945.27591048839,6,0.2495885316829167,7,0.6702780455900389,6,0.5743905347085546,6,0.7572400032097738,0,25,0,65,Empleado,Casado,Occidente,60,0,1.6639353639469254,Neutral,0,Oro,20/09/2024,18:59.0,1,Congelacion_intereses,Exitoso,SMS,,1
45175.28,4472.307065976434,150692.71499931675,12735.58535208829,0.000845136,0.046604023,0.5150020319899663,88,485.4359632,504.7866255855143,504.7866255855143,0,0,4,0.4971222293060235,4,0.6798737468547495,6,0.4775044921157518,8,0.6888627473216733,0,22,22,75,Empleado,Casado,Occidente,34,0,2.907403179038773,Cansado,1,Platinum,06/09/2024,18:59.0,1,Ninguna,Pendiente,WhatsApp,2132.0229137438546,0
16091.27,2179.963705768728,54115.703079176434,20734.97870529353,0.003831601,0.1492247707418843,0.2589117662192356,-29,913.0079824860524,2096.819899,2096.819899,0,0,2,0.5898968750450801,5,0.7794887279513748,1,0.4980290538116134,10,0.8565026732974651,0,18,1,49,Empleado,Soltero,Occidente,13,0,0.5345572638071019,Cooperativo,1,Platinum,04/09/2024,18:59.0,0,Prorroga,Pendiente,WhatsApp,,0
45758.92,9706.790232,132893.6213336666,75307.51564900354,0.005666752,0.1470175718317178,0.111626819,-29,3356.3786329570767,1372.676385322049,1372.676385322049,0,0,3,0.1691773139242863,8,0.7622763962837914,5,0.6686792108258967,1,0.5057039058724037,0,17,32,39,Empleado,Soltero,Sur,52,0,-0.323772314,Neutral,0,Clasica,14/08/2024,18:59.0,1,Consolidacion,Fallido,WhatsApp,3269.955838830124,0
,3769.938758027391,188591.4987390517,105646.81190630798,0.005601886,0.3693961743900826,0.319940747,-66,4570.306575171382,2547.9850516960933,2547.9850516960933,15,76816.42438487429,3,0.1740424631926279,6,0.6563023207235235,7,0.808854422,5,0.890943442,0,21,0,48,Empleado,Casad0,Oriente,35,0,-2.266663697,Molesto,1,Clasica,05/10/2024,18:59.0,0,Reestructuracion,Pendiente,Llamada,4491.320428383948,0
49420.26,5035.366504412363,131395.4986990914,76261.87764416666,0.005803995,0.088104485,0.3899625971681177,25,2912.8322894470693,1992.824935540272,1992.824935540272,15,36015.78092877789,4,0.1552176280683235,5,0.8578417089859028,5,0.2447773128371943,1,0.9287669948007264,0,15,7,52,Empleado,Casado,Sur,0,0,1.4719925249259187,Cansado,1,Platinum,02/10/2024,18:59.0,0,Reestructuracion,Exitoso,SMS,4513.054568225147,0
21883.46,-1556.738645,53831.83230438757,33124.94866,0.006153413,0.109307311,0.1718151344060832,9,1157.2090857083492,987.9886517278916,987.9886517278916,60,8001.983841079959,3,0.6629389754895708,4,0.461149856,6,0.6158590750479433,10,0.9012590570810692,1,23,14,38,Jubilado,Casado,Norte,92,1,3.3952981493842738,Molesto,1,Oro,01/09/2024,18:59.0,0,Reestructuracion,Exitoso,SMS,1022.4281714653364,0
7515.54,-2394.911342,24567.67015756591,17233.30118631057,0.007014626,0.2140103311807823,0.3572857938504417,-6,445.9710581877572,235.2576378879949,235.2576378879949,30,6938.399432535971,,0.6861174297776425,9,0.8158157146975482,4,0.7246974898227204,4,0.2955102363671013,0,21,14,63,Empleado,Casado,Occidente,31,1,-1.822938489,Ansioso,1,Oro,02/09/2024,18:59.0,0,Reestructuracion,Exitoso,WhatsApp,5101.057629939968,0
,434.7553225376837,119082.25122863609,66771.25191,0.005607154,0.1168994441320797,0.1855916749220441,18,2840.409815254044,2899.9158776778845,2899.9158776778845,45,5010.691293401276,6,0.2445276404349672,7,0.7481451324208006,8,0.5494824006906841,8,0.9289884157647572,0,29,49,44,Independiente,Soltero,Oriente,81,1,-6.351046588,Neutral,0,Clasica,22/08/2024,18:59.0,0,Consolidacion,Pendiente,Llamada,3124.8555004010814,0
24955.74,-1350.983285,55204.58521154845,42120.120338417466,0.007629823,0.1586244205316222,0.2671218903255221,-68,1137.348130648563,1848.784197577196,1848.784197577196,30,19480.93598051881,4,0.4305074550782502,6,0.7452367785531768,9,0.3121313281631142,9,,1,28,7,47,Empleado,Casado,Centro,85,0,2.436540180043189,Cooperativo,1,Clasica,14/09/2024,18:59.0,0,Prorroga,Fallido,Llamada,1103.252681419886,0
14957.44,-5033.487444,28134.895438747037,10349.171434460835,0.003678411,0.1122302928967343,0.2516457053638993,-89,276.5569194080872,318.3482504644225,318.3482504644225,0,0,1,0.4659317670154079,2,0.69792241,0,0.5656762382192386,6,0.747465174,0,9,28,49,Empleado,Soltero,Sur,23,0,-0.412669084,Cansado,1,Oro,29/09/2024,18:59.0,0,Congelacion_intereses,Exitoso,Llamada,1962.778738724896,1
19268.61,-3602.670116,53210.64633042981,33985.074522995936,0.006386894,0.1025618359298138,0.2361085501998138,-59,1295.631977,1140.947087375505,1140.947087375505,120,14734.622143697496,3,0.3986027408547647,4,0.7626419178017455,5,0.2081456028594439,3,0.8435586322382702,0,15,14,47,Jubilado,Divorciado,Sur,28,1,-1.348396809,Cooperativo,0,Platinum,08/09/2024,18:59.0,0,Ninguna,Exitoso,Email,5678.388586,0
63618.22,-494.9699753,205534.4425214113,117960.78409751006,0.005739222,0.2724183900329847,0.07926852,-49,4910.410549544825,13003.26109,13003.26109,45,15002.401528621573,2,0.4405762018934365,5,0.8119279061757112,8,0.3382280800036886,7,0.8315406119461058,0,22,8,52,Empleado,Viudo,Centro,21,0,1.6455362774703204,Temeroso,0,Platinum,27/10/2024,18:59.0,1,Reestructuracion,Fallido,Email,3836.235023999289,0
13596.88,-2821.78271,30188.37071093969,10642.11968423566,0.003525238,0.2192029963906229,0.1184072932323392,3,411.9566066,166.4053676644458,166.4053676644458,15,4910.880483420285,6,0.4513507827956537,10,0.6670363467610296,2,0.3336187358757057,1,0.9435335332869158,0,19,5,34,Empleado,Casado,Oriente,23,0,-2.623807259,Ansioso,1,Black,15/08/2024,18:59.0,0,Prorroga ,Fallido,Llamada,3050.368454497619,0
35631.51,-3881.121778,110620.5937348023,57765.70903171785,0.005221967,0.060337165,0.2825431626448587,-34,1865.8253253275147,2898.8036265441606,2898.8036265441606,30,20077.57198660293,3,0.5404010158293885,10,0.7226470253679111,8,0.3188796063887107,3,0.7105494848781876,0,24,2,35,Independiente,Soltero,Norte,90,0,,Cansado,1,Platinum,14/10/2024,18:59.0,0,Ninguna,Pendiente,SMS,8210.043732728447,0
30661.86,-3663.538238,76771.54214471101,50165.100850505616,0.006534335,0.03604277,0.1565794536214017,64,2086.303046631006,1902.176543720285,1902.176543720285,15,5210.486975670268,5,0.4146425640697884,8,0.3733469371973077,5,0.2234104821553442,7,0.8828829939277647,0,25,1,28,Empleado,Soltero,Occidente,62,0,1.9774228419924589,Cooperativo,0,Oro,09/08/2024,18:59.0,1,Consolidacion,Pendiente,SMS,2854.707307665928,2
,-464.585464,51470.01030965603,15560.083950506809,0.003023136,0.308653395,0.3576732284955629,69,390.6854680837511,467.9584950390901,467.9584950390901,0,0,10,0.5227935880840282,9,0.6292123466428255,4,0.2631265896172953,7,0.3462524202503575,0,30,38,47,Independiente,Casado,Sur,5,0,0.2544014714058218,Cansado,1,Oro,24/10/2024,18:59.0,0,Consolidacion,Pendiente,Email,5831.1416329811855,1
39605.35,-322.3908081,82925.19515674724,50863.41551471772,0.00613365,0.1438291581722227,0.6724116912791133,-24,1439.0976446509403,734.1933721248071,734.1933721248071,0,0,4,0.5271807805646485,5,0.7938292936822621,6,0.6457941005493625,8,0.8225660659778559,1,23,15,51,Empleado,Casado,Occidente,37,0,-0.272690388,Molesto,1,Oro,25/08/2024,18:59.0,0,Prorroga,Exitoso,WhatsApp,9015.871903061856,0
71635.58,2101.144400489281,242722.7723,70182.18079959581,0.002891454,0.058905551,0.6237528475927328,-7,2457.8217020825023,1752.6369097931038,1752.6369097931038,0,0,2,0.6868351310054717,4,0.807520603,7,0.3753498562466076,5,0.4847168837699098,1,18,8,47,Empleado,Casado,Oriente,219,0,-1.008656777,Cansado,1,Platinum,15/09/2024,18:59.0,0,Congelacion_intereses,Pendiente,WhatsApp,3121.1536803594763,2
22525.81,-3005.83903,49189.31071731907,9528.477179360078,0.001937103,0.2894722388813424,0.1851251905269882,-42,405.5311669755187,582.5325428598037,582.5325428598037,0,0,5,0.3210762715216964,4,0.8972262639479779,3,0.3429542028966554,1,0.7613224664359455,0,13,8,62,Empleado,Soltero,Centro,36,0,0.9703831456819102,Cooperativo,0,Black,22/08/2024,18:59.0,1,Ninguna,Fallido,Email,2192.6249592203926,0
23250.72,-462.1193503,52886.56868822692,14740.66384741783,0.002787223,0.2250877748898362,0.4970108424063829,12,399.1090107913103,326.96756997478514,326.96756997478514,90,4652.871614,4,0.7755217185154824,5,0.7609361047508728,3,0.8585466592339177,7,0.7979358260845707,0,19,6,41,Empleado,Casado,Sur,61,0,-2.414492076,Cooperativo,1,Clasica,05/09/2024,18:59.0,0,Congelacion_intereses,Fallido,Email,3082.9489892131787,1
39075.03,-1677.156633,92354.97920411453,32913.63161763186,0.003563818,0.3059608640100437,0.3550762393412169,38,1153.465987171588,1573.9072672818702,1573.9072672818702,30,14572.716233473218,3,0.4034111089345994,3,0.7786834219067978,5,,12,0.7629378320182959,0,23,31,50,Desempleado,Casado,Occidente,58,0,-6.595145774,Temeroso,1,Platinum,14/09/2024,18:59.0,0,Congelacion_intereses,Fallido,Email,3879.445385739558,0
46674.15,1378.3910656939904,106600.2697962759,63561.559925445385,0.005962608,0.1360183414992421,0.067478069,36,1850.6581417490695,2550.6755595398954,2550.6755595398954,0,0,7,0.1574433728892476,7,0.4167523500445438,4,0.6315416004944905,8,0.6537776396615141,1,26,15,28,Independiente,Soltero,Centro,17,0,-0.53832298,Cansado,0,Clasica,25/08/2024,18:59.0,1,Ninguna,Exitoso,WhatsApp,9051.251391755746,0
24918.75,42.78525382532438,51754.73711353935,18586.092656513127,0.003591187,0.3319408560814452,0.4083891462021076,-13,544.9303737,480.8299022442362,480.8299022442362,30,10845.635764941411,4,0.064157782,3,0.572322219,5,0.1854713839414658,3,0.8877055369606409,1,15,19,37,Empleado,Casado,Occidente,18,0,-1.917055707,Neutral,1,Platinum,09/08/2024,18:59.0,0,Ninguna,Pendiente,SMS,1754.4808157951195,0
22399.09,857.7790188176665,53815.27208433069,33840.704103527336,0.006288309,0.2684760918684212,0.098797655,-24,1415.570784644432,880.4246080486464,880.4246080486464,0,0,3,0.2178665014078064,5,0.8014076283828859,2,0.6419909775625149,7,0.682049368,0,17,28,50,Empleado,Soltero,Centro,51,0,3.041449424,Molesto,1,Platinum,16/08/2024,18:59.0,1,Congelacion_intereses,Pendiente,Email,743.1651914505413,0
7111.1,3080.198695207142,18503.18001663869,14431.763956236313,0.007799613,0.2344467774285219,0.4520475929161713,-29,409.2553830372466,679.4177414792214,679.4177414792214,0,0,2,0.3685006736567676,6,0.5466083103292164,7,0.5000102299911781,5,0.7813338026991121,0,20,9,52,Independiente,Casado,Norte,27,0,2.2923454479894936,Ansioso,1,Platinum,05/09/2024,18:59.0,0,Ninguna,Pendiente,Llamada,778.2439644798628,0
16868.35,495.6056528145073,46185.76618715868,20565.42873176681,0.004452763,0.4674795747494024,0.4961413649895386,68,542.1420533357583,973.8480356060963,973.8480356060963,30,9363.065062232385,1,0.1312130236063966,3,0.5662092795929686,6,0.600246995,5,0.8500291688397729,0,15,18,38,Empleado,Divorciado,Occidente,33,0,3.7866103303305048,Neutral,1,Black,08/10/2024,18:59.0,1,Reestructuracion,Exitoso,SMS,2865.4228633665075,0
13580.81,2740.4592385835726,28058.623311152267,8069.763770154191,0.002876037,0.1494918193386891,0.4218961001672872,-24,215.54658453853605,303.40409043475256,303.40409043475256,0,0,2,0.1145411732254902,9,0.7173751258486462,5,0.086088601,7,0.8947921268815122,0,23,6,41,Empleado,Casado,Norte,49,0,0.6038643740647861,Ansioso,1,Oro,07/09/2024,18:59.0,0,Reestructuracion,Exitoso,SMS,4377.4902740369935,0
40569.63,-3274.801014,126780.23178953516,80283.13497,0.006332465,0.198452812,0.3898440315941383,38,2569.345554886564,3241.8598997560234,3241.8598997560234,30,48672.55167018453,4,0.1056172139939277,4,0.7893500695966541,2,0.5395678545219103,7,0.8701153919702135,0,17,50,23,Empleado,Divorciado,Oriente,60,0,2.1461305590802846,Molesto,1,Platinum,28/08/2024,18:59.0,0,Pago_a_plazos,Exitoso,SMS,,0
23240.65,-3649.179988,54141.41786744159,34273.333,0.006330335,0.3910407156192914,0.2001603096301719,-15,1227.7942552233335,227.7603521427677,227.7603521427677,60,4725.916445304036,3,0.1733439505426732,5,0.6869667521783428,4,0.3821806560663119,3,0.689768288,0,15,5,37,Empleado,Casado,Sur,12,0,1.798173032742426,Temeroso,0,Clasica,26/09/2024,18:59.0,1,Reestructuracion,Exitoso,WhatsApp,3351.6430268614176,0
22701.52,3629.4598697041583,76288.74701480652,48095.65281969295,0.006304423,0.07211215,0.1794551940282331,-82,1213.4273808589794,1368.1090599958122,1368.1090599958122,0,0,7,0.3583954476334894,5,0.6789076476374131,3,0.2542535588846173,4,,0,19,20,52,Independiente,Soltero,Occidente,6,0,-2.805624226,Neutral,0,Clasica,19/08/2024,18:59.0,0,Reestructuracion,Pendiente,Email,426.8439951297742,0
26757.4,700.3029217,63153.862751052686,9538.682735,0.001510388,0.076635855,0.058373322,-4,428.04904189434507,132.38739586177968,132.38739586177968,0,0,2,0.409140151,5,0.61357219,5,0.712139795,8,0.6548265049640702,0,20,4,48,Jubilado,Casado,Sur,13,0,-1.253899427,Cooperativo,0,Platinum,04/09/2024,18:59.0,1,Pago_a_plazos,Pendiente,Email,,0
